"subject","predicate","object"
"event/PSLV-C34____________________________________________________________________/CARTOSAT-2_series_PS4_Engine_Shutdown._Injection_Conditions_achieved","has_date","date/Jun_22,2016"
"event/PSLV-C34____________________________________________________________________/CARTOSAT-2_series_PS4_Engine_Shutdown._Injection_Conditions_achieved","has_document","document/cartosat2_series_satellite"
"event/PSLV-C34____________________________________________________________________/CARTOSAT-2_Series_PS3_seperated._PS4_Engine_Started.","has_description","PSLV-C34 / CARTOSAT-2 Series SatelliteHome/ Media/Archives/CARTOSAT-2 Series Satellite India’s Polar Satellite Launch Vehicle, in its thirty sixth flight (PSLV-C34), launches the 727.5 kg Cartosat-2 Series Satellite for earth observation and 19 co-passenger satellites together weighing about 560 kg at lift–off into a 505 km polar Sun Synchronous Orbit (SSO). PSLV-C34 was launched from the Second Launch Pad (SLP) of Satish Dhawan Space Centre (SDSC) SHAR, Sriharikota on June 22, 2016 at 09:26 hrs (IST). This is the fourteenth flight of PSLV in ‘XL’ configuration (with the use of solid strap-on motors). The co-passenger satellites are from USA, Canada, Germany and Indonesia as well as two satellites (SATHYABAMASATandSWAYAM) from Indian University/Academic Institute. The total weight of all the 20 satellites carried onboard PSLV-C34 is about 1288 kg."
"event/PSLV-C34____________________________________________________________________/CARTOSAT-2_Series_PS3_seperated._PS4_Engine_Started.","has_date","date/Jun_22,2016"
"event/PSLV-C34____________________________________________________________________/CARTOSAT-2_Series_PS3_seperated._PS4_Engine_Started.","has_document","document/cartosat2_series_satellite"
"event/PSLV-C34____________________________________________________________________/CARTOSAT-2_Series_PS2_Seperated,Third_stage_performance_is_normal","has_description","PSLV-C34 / CARTOSAT-2 Series SatelliteHome/ Media/Archives/CARTOSAT-2 Series Satellite India’s Polar Satellite Launch Vehicle, in its thirty sixth flight (PSLV-C34), launches the 727.5 kg Cartosat-2 Series Satellite for earth observation and 19 co-passenger satellites together weighing about 560 kg at lift–off into a 505 km polar Sun Synchronous Orbit (SSO). PSLV-C34 was launched from the Second Launch Pad (SLP) of Satish Dhawan Space Centre (SDSC) SHAR, Sriharikota on June 22, 2016 at 09:26 hrs (IST). This is the fourteenth flight of PSLV in ‘XL’ configuration (with the use of solid strap-on motors). The co-passenger satellites are from USA, Canada, Germany and Indonesia as well as two satellites (SATHYABAMASATandSWAYAM) from Indian University/Academic Institute. The total weight of all the 20 satellites carried onboard PSLV-C34 is about 1288 kg."
"event/PSLV-C34____________________________________________________________________/CARTOSAT-2_Series_PS2_Seperated,Third_stage_performance_is_normal","has_date","date/Jun_22,2016"
"event/PSLV-C34____________________________________________________________________/CARTOSAT-2_Series_PS2_Seperated,Third_stage_performance_is_normal","has_document","document/cartosat2_series_satellite"
"event/PSLV-C34____________________________________________________________________/CARTOSAT-2_Series_Launch_Heat_Shield_is_Seperated.","has_description","PSLV-C34 / CARTOSAT-2 Series SatelliteHome/ Media/Archives/CARTOSAT-2 Series Satellite India’s Polar Satellite Launch Vehicle, in its thirty sixth flight (PSLV-C34), launches the 727.5 kg Cartosat-2 Series Satellite for earth observation and 19 co-passenger satellites together weighing about 560 kg at lift–off into a 505 km polar Sun Synchronous Orbit (SSO). PSLV-C34 was launched from the Second Launch Pad (SLP) of Satish Dhawan Space Centre (SDSC) SHAR, Sriharikota on June 22, 2016 at 09:26 hrs (IST). This is the fourteenth flight of PSLV in ‘XL’ configuration (with the use of solid strap-on motors). The co-passenger satellites are from USA, Canada, Germany and Indonesia as well as two satellites (SATHYABAMASATandSWAYAM) from Indian University/Academic Institute. The total weight of all the 20 satellites carried onboard PSLV-C34 is about 1288 kg."
"event/PSLV-C34____________________________________________________________________/CARTOSAT-2_Series_Launch_Heat_Shield_is_Seperated.","has_date","date/Jun_22,2016"
"event/PSLV-C34____________________________________________________________________/CARTOSAT-2_Series_Launch_Heat_Shield_is_Seperated.","has_document","document/cartosat2_series_satellite"
"event/PSLV-C34____________________________________________________________________/CARTOSAT-2_Series_Lift-off_Normal","has_description","PSLV-C34 / CARTOSAT-2 Series SatelliteHome/ Media/Archives/CARTOSAT-2 Series Satellite India’s Polar Satellite Launch Vehicle, in its thirty sixth flight (PSLV-C34), launches the 727.5 kg Cartosat-2 Series Satellite for earth observation and 19 co-passenger satellites together weighing about 560 kg at lift–off into a 505 km polar Sun Synchronous Orbit (SSO). PSLV-C34 was launched from the Second Launch Pad (SLP) of Satish Dhawan Space Centre (SDSC) SHAR, Sriharikota on June 22, 2016 at 09:26 hrs (IST). This is the fourteenth flight of PSLV in ‘XL’ configuration (with the use of solid strap-on motors). The co-passenger satellites are from USA, Canada, Germany and Indonesia as well as two satellites (SATHYABAMASATandSWAYAM) from Indian University/Academic Institute. The total weight of all the 20 satellites carried onboard PSLV-C34 is about 1288 kg."
"event/PSLV-C34____________________________________________________________________/CARTOSAT-2_Series_Lift-off_Normal","has_date","date/Jun_22,2016"
"event/PSLV-C34____________________________________________________________________/CARTOSAT-2_Series_Lift-off_Normal","has_document","document/cartosat2_series_satellite"
"event/PSLV-C34_Mission_Director_has_authorised_Vehicle_Director_for_launch.","has_description","PSLV-C34 / CARTOSAT-2 Series SatelliteHome/ Media/Archives/CARTOSAT-2 Series Satellite India’s Polar Satellite Launch Vehicle, in its thirty sixth flight (PSLV-C34), launches the 727.5 kg Cartosat-2 Series Satellite for earth observation and 19 co-passenger satellites together weighing about 560 kg at lift–off into a 505 km polar Sun Synchronous Orbit (SSO). PSLV-C34 was launched from the Second Launch Pad (SLP) of Satish Dhawan Space Centre (SDSC) SHAR, Sriharikota on June 22, 2016 at 09:26 hrs (IST). This is the fourteenth flight of PSLV in ‘XL’ configuration (with the use of solid strap-on motors). The co-passenger satellites are from USA, Canada, Germany and Indonesia as well as two satellites (SATHYABAMASATandSWAYAM) from Indian University/Academic Institute. The total weight of all the 20 satellites carried onboard PSLV-C34 is about 1288 kg."
"event/PSLV-C34_Mission_Director_has_authorised_Vehicle_Director_for_launch.","has_date","date/Jun_22,2016"
"event/PSLV-C34_Mission_Director_has_authorised_Vehicle_Director_for_launch.","has_document","document/cartosat2_series_satellite"
"event/Propellant_filling_operation_of_Second_stage_(PS2)_of_PSLV-C34_is_completed._Vehicle_internal_checks_are_in_progress.","has_description","PSLV-C34 / CARTOSAT-2 Series SatelliteHome/ Media/Archives/CARTOSAT-2 Series Satellite India’s Polar Satellite Launch Vehicle, in its thirty sixth flight (PSLV-C34), launches the 727.5 kg Cartosat-2 Series Satellite for earth observation and 19 co-passenger satellites together weighing about 560 kg at lift–off into a 505 km polar Sun Synchronous Orbit (SSO). PSLV-C34 was launched from the Second Launch Pad (SLP) of Satish Dhawan Space Centre (SDSC) SHAR, Sriharikota on June 22, 2016 at 09:26 hrs (IST). This is the fourteenth flight of PSLV in ‘XL’ configuration (with the use of solid strap-on motors). The co-passenger satellites are from USA, Canada, Germany and Indonesia as well as two satellites (SATHYABAMASATandSWAYAM) from Indian University/Academic Institute. The total weight of all the 20 satellites carried onboard PSLV-C34 is about 1288 kg."
"event/Propellant_filling_operation_of_Second_stage_(PS2)_of_PSLV-C34_is_completed._Vehicle_internal_checks_are_in_progress.","has_date","date/Jun_22,2016"
"event/Propellant_filling_operation_of_Second_stage_(PS2)_of_PSLV-C34_is_completed._Vehicle_internal_checks_are_in_progress.","has_document","document/cartosat2_series_satellite"
"event/Propellant_filing_operation_of_Second_stage_(PS2)_of_PSLV-C34_is_under_progress.","has_description","PSLV-C34 / CARTOSAT-2 Series SatelliteHome/ Media/Archives/CARTOSAT-2 Series Satellite India’s Polar Satellite Launch Vehicle, in its thirty sixth flight (PSLV-C34), launches the 727.5 kg Cartosat-2 Series Satellite for earth observation and 19 co-passenger satellites together weighing about 560 kg at lift–off into a 505 km polar Sun Synchronous Orbit (SSO). PSLV-C34 was launched from the Second Launch Pad (SLP) of Satish Dhawan Space Centre (SDSC) SHAR, Sriharikota on June 22, 2016 at 09:26 hrs (IST). This is the fourteenth flight of PSLV in ‘XL’ configuration (with the use of solid strap-on motors). The co-passenger satellites are from USA, Canada, Germany and Indonesia as well as two satellites (SATHYABAMASATandSWAYAM) from Indian University/Academic Institute. The total weight of all the 20 satellites carried onboard PSLV-C34 is about 1288 kg."
"event/Propellant_filing_operation_of_Second_stage_(PS2)_of_PSLV-C34_is_under_progress.","has_date","date/Jun_21,2016"
"event/Propellant_filing_operation_of_Second_stage_(PS2)_of_PSLV-C34_is_under_progress.","has_document","document/cartosat2_series_satellite"
"event/Spacecraft_health_checks_and_preparations_for_propellant_filling_operation_of_second_stage_(PS2)_of_PSLV-C34_are_under_progress.","has_description","PSLV-C34 / CARTOSAT-2 Series SatelliteHome/ Media/Archives/CARTOSAT-2 Series Satellite India’s Polar Satellite Launch Vehicle, in its thirty sixth flight (PSLV-C34), launches the 727.5 kg Cartosat-2 Series Satellite for earth observation and 19 co-passenger satellites together weighing about 560 kg at lift–off into a 505 km polar Sun Synchronous Orbit (SSO). PSLV-C34 was launched from the Second Launch Pad (SLP) of Satish Dhawan Space Centre (SDSC) SHAR, Sriharikota on June 22, 2016 at 09:26 hrs (IST). This is the fourteenth flight of PSLV in ‘XL’ configuration (with the use of solid strap-on motors). The co-passenger satellites are from USA, Canada, Germany and Indonesia as well as two satellites (SATHYABAMASATandSWAYAM) from Indian University/Academic Institute. The total weight of all the 20 satellites carried onboard PSLV-C34 is about 1288 kg."
"event/Spacecraft_health_checks_and_preparations_for_propellant_filling_operation_of_second_stage_(PS2)_of_PSLV-C34_are_under_progress.","has_date","date/Jun_21,2016"
"event/Spacecraft_health_checks_and_preparations_for_propellant_filling_operation_of_second_stage_(PS2)_of_PSLV-C34_are_under_progress.","has_document","document/cartosat2_series_satellite"
"event/Filling_of_Mixed_Oxides_of_Nitrogen_(MON-3)_of_PS4_is_Completed","has_description","PSLV-C34 / CARTOSAT-2 Series SatelliteHome/ Media/Archives/CARTOSAT-2 Series Satellite India’s Polar Satellite Launch Vehicle, in its thirty sixth flight (PSLV-C34), launches the 727.5 kg Cartosat-2 Series Satellite for earth observation and 19 co-passenger satellites together weighing about 560 kg at lift–off into a 505 km polar Sun Synchronous Orbit (SSO). PSLV-C34 was launched from the Second Launch Pad (SLP) of Satish Dhawan Space Centre (SDSC) SHAR, Sriharikota on June 22, 2016 at 09:26 hrs (IST). This is the fourteenth flight of PSLV in ‘XL’ configuration (with the use of solid strap-on motors). The co-passenger satellites are from USA, Canada, Germany and Indonesia as well as two satellites (SATHYABAMASATandSWAYAM) from Indian University/Academic Institute. The total weight of all the 20 satellites carried onboard PSLV-C34 is about 1288 kg."
"event/Filling_of_Mixed_Oxides_of_Nitrogen_(MON-3)_of_PS4_is_Completed","has_date","date/Jun_20,2016"
"event/Filling_of_Mixed_Oxides_of_Nitrogen_(MON-3)_of_PS4_is_Completed","has_document","document/cartosat2_series_satellite"
"event/Mono_Methyl_Hydrazine_(MMH)_filling_operation_of_Fourth_stage_(PS4)_of_PSLV-C34_is_completed_by_12","has_description","PSLV-C34 / CARTOSAT-2 Series SatelliteHome/ Media/Archives/CARTOSAT-2 Series Satellite India’s Polar Satellite Launch Vehicle, in its thirty sixth flight (PSLV-C34), launches the 727.5 kg Cartosat-2 Series Satellite for earth observation and 19 co-passenger satellites together weighing about 560 kg at lift–off into a 505 km polar Sun Synchronous Orbit (SSO). PSLV-C34 was launched from the Second Launch Pad (SLP) of Satish Dhawan Space Centre (SDSC) SHAR, Sriharikota on June 22, 2016 at 09:26 hrs (IST). This is the fourteenth flight of PSLV in ‘XL’ configuration (with the use of solid strap-on motors). The co-passenger satellites are from USA, Canada, Germany and Indonesia as well as two satellites (SATHYABAMASATandSWAYAM) from Indian University/Academic Institute. The total weight of all the 20 satellites carried onboard PSLV-C34 is about 1288 kg."
"event/Mono_Methyl_Hydrazine_(MMH)_filling_operation_of_Fourth_stage_(PS4)_of_PSLV-C34_is_completed_by_12","has_date","date/Jun_20,2016"
"event/Mono_Methyl_Hydrazine_(MMH)_filling_operation_of_Fourth_stage_(PS4)_of_PSLV-C34_is_completed_by_12","has_document","document/cartosat2_series_satellite"
"event/The_48hr_countdown_activity_of_PSLV-C34/CARTOSAT-2_Series_Satellite_mission","has_description","PSLV-C34 / CARTOSAT-2 Series SatelliteHome/ Media/Archives/CARTOSAT-2 Series Satellite India’s Polar Satellite Launch Vehicle, in its thirty sixth flight (PSLV-C34), launches the 727.5 kg Cartosat-2 Series Satellite for earth observation and 19 co-passenger satellites together weighing about 560 kg at lift–off into a 505 km polar Sun Synchronous Orbit (SSO). PSLV-C34 was launched from the Second Launch Pad (SLP) of Satish Dhawan Space Centre (SDSC) SHAR, Sriharikota on June 22, 2016 at 09:26 hrs (IST). This is the fourteenth flight of PSLV in ‘XL’ configuration (with the use of solid strap-on motors). The co-passenger satellites are from USA, Canada, Germany and Indonesia as well as two satellites (SATHYABAMASATandSWAYAM) from Indian University/Academic Institute. The total weight of all the 20 satellites carried onboard PSLV-C34 is about 1288 kg."
"event/The_48hr_countdown_activity_of_PSLV-C34/CARTOSAT-2_Series_Satellite_mission","has_date","date/Jun_20,2016"
"event/The_48hr_countdown_activity_of_PSLV-C34/CARTOSAT-2_Series_Satellite_mission","has_document","document/cartosat2_series_satellite"
"event/Mission_Readiness_Review_(MRR)_committee_and_Launch_Authorisation_Board","has_description","Mission Readiness Review (MRR) committee and Launch Authorisation Board (LAB) have cleared the 48 hr countdown starting at 09:26hr IST on Monday, June 20, 2016 and the launch of PSLV-C34/CARTOSAT-2 Series Satellite Mission for Wednesday, June 22, 2016Home/Archives/Mission Readiness Review (MRR)"
"event/Mission_Readiness_Review_(MRR)_committee_and_Launch_Authorisation_Board","has_date","date/Jun_19,2016"
"event/Mission_Readiness_Review_(MRR)_committee_and_Launch_Authorisation_Board","has_document","document/mrr"
"event/PSLV-C34/CARTOSAT-2_Series_Satellite_Mission","has_description","PSLV-C34 / CARTOSAT-2 Series SatelliteHome/ Media/Archives/CARTOSAT-2 Series Satellite India’s Polar Satellite Launch Vehicle, in its thirty sixth flight (PSLV-C34), launches the 727.5 kg Cartosat-2 Series Satellite for earth observation and 19 co-passenger satellites together weighing about 560 kg at lift–off into a 505 km polar Sun Synchronous Orbit (SSO). PSLV-C34 was launched from the Second Launch Pad (SLP) of Satish Dhawan Space Centre (SDSC) SHAR, Sriharikota on June 22, 2016 at 09:26 hrs (IST). This is the fourteenth flight of PSLV in ‘XL’ configuration (with the use of solid strap-on motors). The co-passenger satellites are from USA, Canada, Germany and Indonesia as well as two satellites (SATHYABAMASATandSWAYAM) from Indian University/Academic Institute. The total weight of all the 20 satellites carried onboard PSLV-C34 is about 1288 kg."
"event/PSLV-C34/CARTOSAT-2_Series_Satellite_Mission","has_date","date/Jun_16,2016"
"event/PSLV-C34/CARTOSAT-2_Series_Satellite_Mission","has_document","document/cartosat2_series_satellite"
"event/ISRO_receives_NIQR-GKD_Award_for_Outstanding_Organisation","has_description","ISRO receives NIQR-GKD Award for Outstanding OrganisationHome/Archives/                                 NIQR-GKD Award for Outstanding Organisation ISRO receives Award forOutstanding                                                             Organisation-2016from National Institution for                                                         Quality & Reliability (NIQR) during 15thNIQR                                                         National Convention held at Chennai. As part of quality                                                         promotion activity NIQR recognises Organisations for their                                                         outstanding contribution to the practice of Total Quality in all                                                         their activities and gives away awards during the                                                         Convention. ISRO was selected for its significant                                                         achievements and over all management, which would not have been                                                         possible, but for practice of total quality in their design,                                                         procurement, assembly and execution. The award was given in                                                         recognition of ISRO's major accomplishments like Mars Orbiter                                                         Mission, Launch Vehicle Services like PSLV, GSLV, launch of                                                         various earth observations and communication satellites,                                                         deployment of India's own Regional Navigation Satellite System                                                         (IRNSS) etc., About NIQR National Institution for Quality and                                                         Reliability (NIQR), a world class professional Institution                                                         dedicated for promotion of Excellence in Quality with its Head                                                         Quarters at Chennai came into existence in 1987. The Institution                                                         has been playing a vital role in promoting Quality as a way of                                                         life in Indian Industry and Services organisations, organizing                                                         high quality programmes through workshops, seminars,                                                         conferences, consultancy services, publication of study                                                         materials and rewarding eminent people and organisations who                                                         have excelled with their outstanding performance in the practice                                                         of quality tools and techniques. NIQR is also playing a key role                                                         in National Quality Movement. About the Convention NIQR organizes the National Convention once in                                                         two years, with themes that reflect contemporary needs and                                                         aspirations of the Country. The 15thNIQR National                                                         Convention was co-organised by Quality Council of India (QCI)                                                         held during June 10-11, 2016, with a theme ""Skill India for                                                         Sustainable Global Quality"". The award consists of a citation and a plaque."
"event/ISRO_receives_NIQR-GKD_Award_for_Outstanding_Organisation","conducted_by","org/ISRO"
"event/ISRO_receives_NIQR-GKD_Award_for_Outstanding_Organisation","has_date","date/Jun_14,2016"
"event/ISRO_receives_NIQR-GKD_Award_for_Outstanding_Organisation","has_document","document/NIQR-GKD"
"event/17th_IIRS_Outreach_Programme_on_Geoweb_Services_and_Geoportal_applications”_being_conducted_during_June_28_-_July_15,","has_description","The apogee raise maneuver of IRNSS-1F has been successfully carried outHome/Archives/apogee raise maneuver The lndian Space Research Organisation (ISRO) has a vibrant Earth Observation (EO) programme with many satellite missions launched during past 40 years. The lndian Remote Sensing Satellite (lRS) series of satellites provide space based information for monitoring and management of natural resources and Disaster Management Support under the aegis of National Natural Resource Management System (NNRMS). The lndian institute of Remote Sensing (llRS) is a premier institute of ISRO which is engaged in training, education and capacity building on use of geospatial technology for natural resources monitoring and disaster management since last five decades. The institute has so far conducted 16 Satellite/ Internet based Outreach Programmes, benefitting more than 30,000 participants from around 367 lndian universities/institutions/user departments/user ministries in lndia, we have now the pleasure of announcing the seventeenth llRS Outreach programme on ""Geoweb Services and Geoportal apptications"" being conducted during June 28 - July 15, 2016 to further enhance the knowledge of Geoweb services and related technologies for geospatial applications. For more details visit :https://www.iirs.gov.in/EDUSAT-News"
"event/17th_IIRS_Outreach_Programme_on_Geoweb_Services_and_Geoportal_applications”_being_conducted_during_June_28_-_July_15,","conducted_by","org/ISRO"
"event/17th_IIRS_Outreach_Programme_on_Geoweb_Services_and_Geoportal_applications”_being_conducted_during_June_28_-_July_15,","has_date","date/Jun_07,2016"
"event/17th_IIRS_Outreach_Programme_on_Geoweb_Services_and_Geoportal_applications”_being_conducted_during_June_28_-_July_15,","has_document","document/Geoweb"
"event/AstroSat_Support_Cell_(ASC)_has_been_Set_up_at_IUCAA,","has_description","The apogee raise maneuver of IRNSS-1F has been successfully carried outHome/Archives/apogee raise maneuver The AstroSat Mission, launched on September 28, 2015, has completed its performance verification and started Science Operations since April 15, 2016. A phase of guaranteed time observations for the instrument teams is currently ongoing. From October 2016 onwards, observatory access will be open to Guest Observers from the Indian science community. Observing time will be awarded on the basis of peer-reviewed proposals. ISRO, in collaboration with the Inter-University Centre for Astronomy and Astrophysics (IUCAA), Pune has set up an AstroSat Support Cell (ASC) to facilitate the proposal making process and the use of AstroSat data. The Cell will operate out of IUCAA and will provide resource material, tools, training and help to guest observers. A website has been set up (http://astrosat-ssc.iucaa.in) containing a portal to the AstroSat Proposal Processing System (APPS), Exposure Time and Visibility calculators. The site also provides downloadable proposal assistance tools, instrument response functions, sample data of AstroSat instruments and analysis software. Activities of the AstroSat Support Cell will include providing long-term support and maintenance of the APPS, running a help desk for proposal and data related queries, and organising workshops to familiarize users with proposal preparation and data analysis techniques. It is planned to hold every year two long duration workshops at IUCAA and several short duration workshops at different parts of the country. A Memorandum of Understanding between ISRO and IUCAA for the operation of the AstroSat Support Cell has been signed on May 05, 2016."
"event/AstroSat_Support_Cell_(ASC)_has_been_Set_up_at_IUCAA,","conducted_by","org/ISRO"
"event/AstroSat_Support_Cell_(ASC)_has_been_Set_up_at_IUCAA,","has_date","date/May_20,2016"
"event/AstroSat_Support_Cell_(ASC)_has_been_Set_up_at_IUCAA,","has_document","document/ASC"
"event/India_and_France_jointly_released_a_set_of_two_commemorative_postage_stamps,highlighting_50_years_of_space_co-operation_between_the_two_countries","has_description","India and France jointly released a set of two commemorative                                 postage stamps, highlighting 50 years of space co-operation between the two                                 countriesHome/Archives/Message from President"
"event/India_and_France_jointly_released_a_set_of_two_commemorative_postage_stamps,highlighting_50_years_of_space_co-operation_between_the_two_countries","has_date","date/May_03,2016"
"event/India_and_France_jointly_released_a_set_of_two_commemorative_postage_stamps,highlighting_50_years_of_space_co-operation_between_the_two_countries","has_document","document/france-and-italy"
"event/The_fourth_and_the_final_LAM_firing_of_IRNSS-1G,for_231sec_has_been_successfully_completed_on_03.05.2016_starting_from_01","has_description","[No link provided]"
"event/The_fourth_and_the_final_LAM_firing_of_IRNSS-1G,for_231sec_has_been_successfully_completed_on_03.05.2016_starting_from_01","has_date","date/May_03,2016"
"event/The_fourth_and_the_final_LAM_firing_of_IRNSS-1G,for_231sec_has_been_successfully_completed_on_03.05.2016_starting_from_01","has_document","document/www.isro.gov.in"
"event/Orbit_Determination_results_from_the_third_LAM_firing_are","has_description","[No link provided]"
"event/Orbit_Determination_results_from_the_third_LAM_firing_are","has_date","date/May_02,2016"
"event/Orbit_Determination_results_from_the_third_LAM_firing_are","has_document","document/www.isro.gov.in"
"event/Third_LAM_firing_of_IRNSS-1G,for_1609sec_has_been_successfully_completed_on_01.05.2016_starting_from_06","has_description","[No link provided]"
"event/Third_LAM_firing_of_IRNSS-1G,for_1609sec_has_been_successfully_completed_on_01.05.2016_starting_from_06","has_date","date/May_01,2016"
"event/Third_LAM_firing_of_IRNSS-1G,for_1609sec_has_been_successfully_completed_on_01.05.2016_starting_from_06","has_document","document/www.isro.gov.in"
"event/PSLV-C33/IRNSS-1G_Update","has_description","[No link provided]"
"event/PSLV-C33/IRNSS-1G_Update","has_date","date/Apr_30,2016"
"event/PSLV-C33/IRNSS-1G_Update","has_document","document/www.isro.gov.in"
"event/PSLV-C33/IRNSS-1G_Update","has_description","PSLV-C33 / IRNSS-1G Update : The first apogee raise maneuver of IRNSS-1G has been successfully carried out for 1147 sec from 13:05 hrs IST on April 29,2016Home/Archives/PSLV-C33/IRNSS-1G Update Orbit Determination results from this LAM firing are: Apogee X perigee height was changed to 35903 kmX 317.74 km. Inclination is 17.86 deg. Orbital period is 10 hr 35 min."
"event/PSLV-C33/IRNSS-1G_Update","has_date","date/Apr_30,2016"
"event/PSLV-C33/IRNSS-1G_Update","has_document","document/IRNSS-1Gfirstapogee"
"event/PSLV-C33/IRNSS-1G_Update","has_description","[No link provided]"
"event/PSLV-C33/IRNSS-1G_Update","has_date","date/Apr_28,2016"
"event/PSLV-C33/IRNSS-1G_Update","has_document","document/www.isro.gov.in"
"event/Mission_Director_has_authorised_Vehicle_Director_for_launch.","has_description","[No link provided]"
"event/Mission_Director_has_authorised_Vehicle_Director_for_launch.","has_date","date/Apr_28,2016"
"event/Mission_Director_has_authorised_Vehicle_Director_for_launch.","has_document","document/www.isro.gov.in"
"event/Real_Time_simulation_&_Data_transmission_checks_completed.","has_description","[No link provided]"
"event/Real_Time_simulation_&_Data_transmission_checks_completed.","has_date","date/Apr_28,2016"
"event/Real_Time_simulation_&_Data_transmission_checks_completed.","has_document","document/www.isro.gov.in"
"event/Propellant_(N2O4_and_UH25)_filling_operations_of_Second_Stage_(PS2)_are_completed_by_midnight._Countdown_is_progressing_normally.","has_description","[No link provided]"
"event/Propellant_(N2O4_and_UH25)_filling_operations_of_Second_Stage_(PS2)_are_completed_by_midnight._Countdown_is_progressing_normally.","has_date","date/Apr_28,2016"
"event/Propellant_(N2O4_and_UH25)_filling_operations_of_Second_Stage_(PS2)_are_completed_by_midnight._Countdown_is_progressing_normally.","has_document","document/www.isro.gov.in"
"event/Mobile_Service_Tower(MST)_withdrawal_to_parking_End_is_completed.","has_description","[No link provided]"
"event/Mobile_Service_Tower(MST)_withdrawal_to_parking_End_is_completed.","has_date","date/Apr_27,2016"
"event/Mobile_Service_Tower(MST)_withdrawal_to_parking_End_is_completed.","has_document","document/www.isro.gov.in"
"event/Countdown_operations_are_progressing_normally._Preparations_for_Mobile_Service_Tower_(MST)_withdrawal_and_Propellant_filling_operation_of_second_stage_(PS2)_are_in_progress.","has_description","[No link provided]"
"event/Countdown_operations_are_progressing_normally._Preparations_for_Mobile_Service_Tower_(MST)_withdrawal_and_Propellant_filling_operation_of_second_stage_(PS2)_are_in_progress.","has_date","date/Apr_27,2016"
"event/Countdown_operations_are_progressing_normally._Preparations_for_Mobile_Service_Tower_(MST)_withdrawal_and_Propellant_filling_operation_of_second_stage_(PS2)_are_in_progress.","has_document","document/www.isro.gov.in"
"event/Mixed_Oxides_of_Nitrogen_(MON-3)_oxidiser_filling_operation_of_PS4_is_completed.Countdown_is_progressing_normally","has_description","[No link provided]"
"event/Mixed_Oxides_of_Nitrogen_(MON-3)_oxidiser_filling_operation_of_PS4_is_completed.Countdown_is_progressing_normally","has_date","date/Apr_26,2016"
"event/Mixed_Oxides_of_Nitrogen_(MON-3)_oxidiser_filling_operation_of_PS4_is_completed.Countdown_is_progressing_normally","has_document","document/www.isro.gov.in"
"event/MMH_propellant_filling_operation_has_been_completed.","has_description","[No link provided]"
"event/MMH_propellant_filling_operation_has_been_completed.","has_date","date/Apr_26,2016"
"event/MMH_propellant_filling_operation_has_been_completed.","has_document","document/www.isro.gov.in"
"event/Mono_Methyl_Hydrazine_(MMH)_propellant_filling_operation_of_fourth_stage_(PS4)_of_PSLV-C33_is_commenced_and_is_under_process","has_description","[No link provided]"
"event/Mono_Methyl_Hydrazine_(MMH)_propellant_filling_operation_of_fourth_stage_(PS4)_of_PSLV-C33_is_commenced_and_is_under_process","has_date","date/Apr_26,2016"
"event/Mono_Methyl_Hydrazine_(MMH)_propellant_filling_operation_of_fourth_stage_(PS4)_of_PSLV-C33_is_commenced_and_is_under_process","has_document","document/www.isro.gov.in"
"event/The_51_hr_30_min_countdown_activity_of_PSLV-C33/IRNSS-1G_Mission_has_started_at_9","has_description","[No link provided]"
"event/The_51_hr_30_min_countdown_activity_of_PSLV-C33/IRNSS-1G_Mission_has_started_at_9","has_date","date/Apr_26,2016"
"event/The_51_hr_30_min_countdown_activity_of_PSLV-C33/IRNSS-1G_Mission_has_started_at_9","has_document","document/www.isro.gov.in"
"event/Mission_Readiness_Review_(MRR)_committee_and_Launch_Authorisation_Board","has_description","[No link provided]"
"event/Mission_Readiness_Review_(MRR)_committee_and_Launch_Authorisation_Board","has_date","date/Apr_25,2016"
"event/Mission_Readiness_Review_(MRR)_committee_and_Launch_Authorisation_Board","has_document","document/www.isro.gov.in"
